full_text,labels,langauge,post type,abusive word,idiomatic express,Source
"ALHERI DANƘO NE

Waziri Aku 

Ta jingina a jikin motarta da ke tsaye gefen titi cikin tsananin damuwa, ga rana ta sunkuya tana shirin komawa ga Ubangiji, amma har yanzu babu mutum ɗaya da ya ko nuna alamun zai tsaya balle ya taimake ta. 

Kowace mota ta zo, da direban ya hango Hajiya Bilkisu na ɗaga masa hannu, sai ya matsa mata hon ya ƙara mai, yana cewa cikin ransa, wane sakarai zai tsaya garin iya yi, a kora shi daji? Kowa na zaton tarko ne 'yan fashi suka ɗana.

Ga gari kamar mil biyu a gaba tana hange, amma ta kasa samun abin hawan da zai ɗauke ta ta nemo mai gyara. Tana nan tana tunanin abin yi, sai ta ji ƙugin babur ya tsaya kusa gare ta. Mai babur ɗin ya tambaye ta, ""lafiya dai Hajiya? Me ya samu motar?"" Ta ce masa faci ne. Ya kafe babur ya ce bari ya taimaka mata. 

Nan take ya ɗauko jak da safaya taya daga bayan motar. Ya tsuguna ya shiga kiciniyar sauya taya. Ko da ya gama jidalin gyaran, fararen tufafinsa sun yi jawur da ƙura. Ta ce masa, ""sannu bawan Allah. Nawa ne kuɗin sallamarka."" Ta zuge zif ɗin jakarta, tana jira ya faɗi abin da za ta biya. Ta ƙudurce a ranta ko nawa ya ce, to za ta ba shi.

Shi kuma mutumin ya ga ai bai yi don ta biya shi ba, ya yi ne don Allah. Sau nawa shi ma ana taimakon shi ba tare da ya ba da ko sisi ba. Sai ya ce mata, ""a'a, ba na buƙatar ko kwabo. Abu ɗaya nake so gare ki. Duk sa'adda da kika gamu da mai buƙatar taimako, to ki taimaka masa don Allah."" Bai ko jira ta yi masa godiya ba, ya buga babur ɗinsa ya nufi cikin gari.

Ta yi hamdala ga Allah, sa'annan ta ja mota ta tafi tana burin Allah ya haɗa ta da wanda za ta taimaka kamar yadda mutumin nan ya taimake ta. Da ta shiga gari, sai ta zame wani gidan abinci da ta gani kan hanya.

Matar da ke kula da mutane ta tarye ta da fara'a, ta kai ta ɓangaren mata, ta goge mata kujerar da za ta zauna, ta goge teburi, ta tambaye ta abin da za a kawo. Hajiya ta ce lemu kawai take so mai sanyi. Nan da nan matar nan ta kawo. 

Wannan tarairaya da matar ta yi mata ya burge ta ainun. Da ta lura sai ta ga ashe ma har tsohon ciki gare ta, haihuwa ko yau ko gobe, haka take ta ƙarfin halin wannan aiki. Haƙiƙa tana buƙatar taimako, sai tausayinta ya kamata. 

Bayan ta gama shan lemu sai ta ba matar dubu guda domin ta ba ta canji. Kafin matar ta komo, sai Hajiya ta sulale ta bar mata canjin, ta shige motarta ta tafi, tana mai farin ciki, yadda aka taimake ta, ita ma ta taimaki wasu.

Lokacin da matar nan ta dawo da canji ba ta ga Hajiya ba sai ta shiga waige-waige. Can sai ta ga wata 'yar takarda a kan teburin. Ta ɗauka ta duba sai ta ga an rubuta: 

""Ki riƙe canjin, na bar maki shi kyauta. Akwai ma wasu kuɗin da na ajiye miki a ƙarƙashin teburin da na zauna. Ki ɗauka, na ba ku ke da mijinki ku yi hidimar haihuwa. Allah ya sauke ki lafiya.""

Ta duba ƙarƙashin teburi, sai ta ga rol guda na 'yan dubu-dubu sabbi fil. Ta sa hannu ta ɗauka tana mamakin yadda aka yi Hajiyar nan ta san suna tsananin buƙatar kuɗi ita da mijinta. Ba ta san sa'adda hawaye suka zubo mata ba saboda farin ciki. 

Ta yi sallama da mai gidan abincin, ba ta ko tsaya ta karɓi kuɗin sallamarta ba ta nufi gida da sauri domin yi wa mijinta albishir. Ta iske ya shiga wanka, da ta duba kayan da ya cire sai ta gan su jawur da ƙura kamar ba farare ba. Ta dafe ƙirji ta ce a ranta, Allah ya sa dai maigida ba hatsari ya yi da babur ɗin ba. Ta zauna tana jiran fitowarsa. 

Ashe mijin matar nan, shi ne mutumin da ya taimaki Hajiya Bilkisu. Alheri danƙo ne, ba ya faɗuwa ƙasa banza.

Bukar Mada 
10/08/2022",neutral,Hausa,social,,ALHERI DANƘO NE,Facebook
"SARA DA SASSAƘA

Waziri Aku 

Shekaru goma sha biyu da suka wuce, lokacin da sakamakon ƙarshe na kammala digirinmu zai fito, duka 'yan ajinmu sun saki karin cewa ni ne ɗalibi na farko a tarihin Tsangayar Nazarin Kimiyyar Kwamfuta da zai fita da sakamako mai daraja ta ɗaya. To, amma sai ga ni da sakamako mai daraja ta biyu.

Ban yi mamaki ba, saboda na sani sarai Dakta Irukefe na nan tamke da bakansa, muddin iska na zagaya huhunsa ba zai taɓa bari na zama wani abu ba. Kamar yadda ya taɓa ce mini, ""sai na ga tsiyar da za ka zama a cikin ilmin kwamfuta!"" 

Ba kuwa komai ya sa yake gani na da baƙin fenti ba sai don wani ɗan gyara da na taɓa yi masa yayin da yake yi mana lacca cikin aji. Ashe bai ji daɗin gyaran ba, wai na tozarta shi. Hatta bautar ƙasa da zan yi, sai da ya yi kutunguilar da aka tura ni jihar da ba ita na so zuwa ba. 

A cikin satinmu na ƙarshe a sansanin horar da 'yan bautar ƙasa wani mutum ya zo da kwamfuta yana neman wanda zai gyara masa. Na karɓa na gyara masa nan take. Ya yi godiya, ya karɓi lambar wayata ya tafi.

Ashe mutumin nan yaron Sanata ne, maigidansa ne ya aiko shi da kwamfutar. Saboda jin daɗin gyaran da na yi masa sai ya sa aka tura ni ofishinsa don yin bautar ƙasa. Nan take ya ɗauke ni aiki a matsayin mataimakinsa na musamman, ya yanka mini albashi. Aka ba ni gida da motar da zan riƙa zaga gari.

Bayan mun kammala bautar ƙasa, sai Sanatan nan ya riƙe ni. Ya samar mini tallafin ƙaro karatu a Turai na yi digiri na biyu na kuma yi digirin digirgir a kan sha'anin kwamfuta. Cikin shekaru goma sha biyun nan sunana ya yi tambari a ciki da wajen ƙasar nan, ko'ina sai kirana ake yi ina ba da lacca. 

Wata rana na gama ba da lacca a wani gangamin masana kwamfuta na duniya a ƙasar Japan. Na sauko daga kan mumbari sai na hangi tsohon malamina, Dakta Irukefe, a cikin mahalarta taron. Na nufi wurinsa na gayar da shi, amma ya nuna sam bai gane ni ba. Na tuna masa da kalaman da ya taɓa yi man na ce, ""ni ne ɗalibin ka taɓa cewa, 'sai na ga tsiyar da za ka zama a cikin ilmin kwamfuta.'"" Ya cika da mamaki. 

Na ci gaba da cewa, ""ina ba ka shawara Malam, ka zama mai ƙarfafa wa ɗalibai gwiwa, kada ka zama mai cutar da su, domin ba ka san abin da za su zama ba a gaba. Ka ga dai yadda Allah ya ɗaukaka ni, duniya gaba ɗaya an san da ni ta ɓangaren kwamfuta.

Sannan abin da ba ka sani ba, ni na biya kuɗin da aka ɗauki nauyin zuwanka wannan taro. Kuma zan ci gaba da biya maka duk shekara, domin nuna maka godiyata a kan ƙoƙarinka na tura ni bautar ƙasa jihar da ta zama silar wannan ci gaba nawa, kodayake ba da niyyar alheri ka yi ba, amma Allah ya mayar da shi alheri gare ni."" 

Ban jira ya ce wani abu ba, na yi gaba abina, na bar shi nan tsaye yana nazarin maganata. Daga baya ya turo mini da saƙo yana ba ni haƙuri.

Don haka, ɗan uwana, kada ka kula da sharrin mai sharri, kai dai yi aiki tuƙuru domin ganin ka cim ma burinka, arzikin duk da Allah ya ƙaddara wa bawa, babu mai iya tare shi. Sara da sassaƙa ba su hana wa gamji toho.

Bukar Mada 
09/08/2022

*
Godiya ga DR. Auwal Aminu Gezawa da ya aiko man da wannan labari da Turanci. Na taƙaita na kuma fassara shi.",neutral,Hausa,education ,,SARA DA SASSAƘA,Facebook
"JAKIN MADUGU

Waziri Aku 

Da La'asar sakaliya, Madugu ya dawo daga birni bayan ya sayar da iccen da ya labta wa jakansa. Ya kwance musu shimfiɗa, ya ba su ƙurari suka sha, sai ya yi musu dabaibayi ya kora su bayan gida domin su ɗan taɓa kiwo, shi kuma ya shige kudandaninsa ya mimmiƙe.

Yana nan kwance yana ƙidayar tanka, sai ya ji gigib a bayan gida. Ya zabura da sauri ya zagaya don ya ga abin da ke faruwa, sai ya ga ashe gohonsa ne garɗin ciyawa ya ja, ya faɗa rijiya. Ya ruga ya kira maƙwabta domin su taimaka masa.

Da suka taru, suka yi cirko-cirko suna tunanin yadda za su fiddo jaki. Suka yi tunanin duniyar nan suka rasa dabara. Sai Madugu ya ce, ""kai, da wahalar banza bari kawai a cike rijiyar da shara. Don jaki guda dai na sayi wani idan Allah ya kai mu amaryar wata.""

Sai ya tafi wata tsangaya ta almajirai ya ɗebo su, ya nuna musu rijiya ya ce su cike masa ita da shara. Yara suka fara kwaso shara daga bola suna antayawa cikin rijiya.

Allah da ikonsa sai ya ba jakin nan wata dabara, duk sa'adda aka zuba masa shara sai ya girgije jikinsa sharar ta zube ƙasa ya take. Ana watsa masa shara yana kakkaɓewa yana takewa. Ana haka, ana haka, shara ta fara tasowa sama tare da jaki. Can gab da Magariba, yara sun kusa cike rijiya, sai aka ga jaki ya yiwo tsul ya fito waje. Aka yi ta mamaki.

To, jaki ma ke nan ya samu dabarar kakkaɓe shara daga jikinsa, ya mayar da ita tsanin cin nasara, to ina ga kai ɗan Adam? Kul ka bari matsalolin duniya suka lulluɓe ka, suka hana ka ci gaba. Maishe su shara ka kakkaɓe su ka take ka yi gaba, tamkar dai yadda jakin Madugu ya yi.

Bukar Mada 
08/08/2022",neutral,Hausa,social,,,Facebook
"DAWA SAI KAJI

Ranar da Mati ya ji alat a wayarsa ranar ya garzaya kasuwa domin sayen kayan abinci da na masarufi da yakan yi duk wata. 

A wannan karon sai ya zaftare yawan shinkafa da taliyar da yakan saya, saboda hauhawar farashi, ya sayi buhun dawa. Idan kiɗa ya canja ai dole rawa ma ta canja.

Da ya zo gida matarsa ta gan shi da buhun dawa sai ta ce, ""wannan fa, na mene ne maigida?""

Ya ce, ""tuwo za a riƙa yi, maimakon shinkafa da taliyar da muke naɗa kullum.""

Matar ta buga cinya ta hau shi da sababi, ""Allah suturi buƙui 'ya ta ga doron uwarta. Ba ka ga abin da za ka kawo mana ba sai abincin kaji? To, Wallahi ba a nan gidan ba, nemi gidan kaji tun da wuri ka kai musu."" 

Ya dai ƙyale ta bai ce uffan ba, da jidalinta zai ji ko da aljannar masa da shugabanni suka jefa su. Kodayake ita ina ruwanta? Ko a jikinta wai an mittsini kakkausa. Laifinsa ne da ya saba mata da shinkafa da taliya tun tana amarya, yanzu da lokacin matsi ya zo ta kasa ganewa.

Bayan kwana biyu ta je gidansu gayar da iyaye. Da za ta dawo mahaifinta ya ce, ""idan kika koma gida ki yi mana godiya ga mijinki, kafin na zo da kaina. Yaron albarka, buhun dawa ya aiko mana kyuata.""

Bukar Mada
25/07/2022",neutral,Hausa,social,,,Facebook
"DAGA SHAFIN WAZIRI AKU

HIKAYA 3

An hakaito cewa a cikin birnin Bagadaza, zamanin mulkin Halifa Al-Mansur, an yi wasu mabarata guda biyu da kodayaushe ba su da wurin allazi wahidun sai ƙofar fada. A kullum mabaraci na farko ba shi da baran da ya wuce, ""Allah ka wadata ni daga cikin taskar Abbasiyawa. Shi kuwa ɗayan sai ya ce, ""ya Allah ka wadata ni daga cikin taskarka.""

To, a kowace rana idan gimbiya Zubaidah za ta shige tana jin waɗannan mabarata. Idan ta shiga gida sai ta aiko wa mabaraci na farko, mai cewa Allah ya wadata shi daga cikin taskar Abbasiyawa, dafaffiyar kaza. Ta kuma ba da dirhamai biyu a kawo wa na biyun mai cewa Allah ya wadata shi daga cikin taskar Allah.

Aka yi kamar kwanaki goma tana yi musu wannan alheri. Ran nan sai ta ji mabaraci ɗaya kurum ke baran, wanda take aika wa da kaza. Sai ta sa aka kira shi. Da ya zo ta tambaye shi, ""kai kuwa ka roƙi Allah ya wadata ka daga taskarmu, mun kuwa yi iyakar ƙoƙarinmu. Shin abin da muka ba ka bai wadace ka ba ne har yanzu?""

Sai mabaraci ya ce, ""ranki ya daɗe ai ni ba wani abu da ake ba ni sai kaza kullum.""

Ta tambaye shi, ""to me kake yi da kazar idan an ba ka?""

Ya ce, ""abokin barana nake sayar wa dirhami biyu, domin na fi son kuɗin da kazar.""

Sai Zubaidah ta ce, ""tsarki ya tabbata ga Allah. Haƙiƙa wanda duk ya roƙe shi kai tsaye to ya rabauta."" 

Ta dubi mabaraci ta ce, ""ka sani cewa a duk lokacin da na ba abokinka dirhamai biyu, to kai kuma ina cusa dirhamai goma a cikin kaza a kawo maka domin dai mu wadata ka daga taskarmu, kamar yadda ka roƙa. Ashe dai babu mahaluƙin da ya isa ya wadata wani sai Allah.""

Shi kuwa wancan mabaraci da ya ga ya tara kuɗin da za su ishe shi jari, sai ya watsar da baran ya rungumi kasuwanci. Allah kuwa ya buɗe masa ƙofofin arziki, ya zama mawadaci a cikin Birnin Bagadaza.

Roƙi Allah a kan komai, shi ne mai biyan buƙatun bayi.

Bukar Mada 
12/08/2022",neutral,Hausa,social,,,Facebook
"Menene zaurance ?
Zaurance wani salon yin magana ne mai kama da surkulle.watau ba duk mutum ne zai gane abin da mai magana da wannan irin salon ke cewa ba sai wanda ke da asirin zaurance.
Shi dai zaurance magana ce tsantsagwarya ake yi wa karin wasu sautuka wadanda za su sa ka ji kamar ba Hausa ce ake yi ba .Bugu da kari kuma idan ana zaurance sai a rika yi da sauri domin a kara batar da bami ko mai sauraron kwankwato.
Duk hikimar zaurance bai shige kari a cikin magana ba .Karin nan kuwa shi ne a rika ware kabobin kalmomi ana sassakala wasu gabobi na musamman amma marasa ma'ana a tsakaninsu .misali:
""Ba ni sule in sawo mana goro''Zai iya shiga siffofin zaurance daban daban kamar haka:
(I) Badani sudale indasadawo madana godaro 
(ii) Bakini sukile inkisakiwo makina gokiro. 
Watau in an Lura gabobin da aka rubuta da tafiyar tsutsa a wadannan zantuka biyu su ne wadanda aka sassakala.Idan aka cire su sai a ji magana ta tashi ras kamar yadda aka san ta.",positive,Hausa,social,,,Facebook
"Me ake nufi da wadanna:
1. Kunne ya girmi kaka
2. Madubin al'umma
3. Adanawa
4. Dare mahutar bawa ;",neutral,Hausa,social,," Kunne ya girmi kaka
Madubin al'umma
Adanawa
 Dare mahutar bawa ",Facebook
"Barkwanci Na zumunta :-
Barkwanci Na zumunta yakan auku ne tsakanin mutane wadanda suke da dangantaka ta jini ko ta auratayya tsakaninsu
Ga ire iren wannan barkwancin - 

Tsakani jika da kaka maza da mata duka 
Tsakanin abokan wasa ( watau taubasai ko kuma dan namiji da dan mace wadanda suke da kakanni daya ; 
Tsakanin mata da 'yan 'uwan miji tsararrakinta ko na kasa da ita .

Wannan irin barkwanci na zumunta Ana yinsa ne domin a nuna ji da juna kawai . Idan kaka ya yi zancen wasa da jikansa yana nuna yana ji da shi ne . Haka ma matar wa a lokacin da take ba a da kanen mijinta .Su kuma abokan wasa ko kuma taubasai irin nasu barkwanci sai wanda ya gani .Domin wani lokaci sukan shirya wa juna keta don kawai zolaya .Kuma kome hanguncin wasa tsakaninsu dole ne a hakure wa juna . Hakure wa mutum kuwa wani lokacin alama ce ta nuna cewa ana ji da shi .",positive,Hausa,social,,,Facebook
"Hikimar bakar magana.

Akwai nisha kwarai da hikima a bakar magana ta raha .Hasali ma hankali kwance mutum zai zabi abin da zai fada . Hikimar bakar magana a nan ita ce duk abun da mutum ya ce yanzu sai ka ji an ambato abin da ya fi shi kwarjini .Alal misali dubi fifikon da ke tsakanin 
(1) giya da wuta da walkiya 
(2) abin da za a sayar da wanda za a ganin gida da shi .
(3) rigiya da kabari 
(4) Hadari da bado ya tsiro wa mutum a ka .
Kodayake bakar magana salon kowane bahaushe ce , amma akwai wata kungiya ta hausawa da aka fi sani yinta . Wannan kungiya ita ce ta mahauta .Saboda sanin su da aka yi da wannan hikima , musamma ake zuwa a tone su da ita kuma nan da nan su yi ta kwarara wa . Mahaucin mutum ba ya tabuwa wajen bakar magana .",positive,Hausa,social,,,Facebook
"Muhimmancin Sara;
Kodayake Sara ana ce ta nishadi ,duk da haka ana iya amfani da ita a san abin da mutane ke so da kuma abin da basa so .
Sara kuma tana tallata abu ya Zama kowa da kowa ya san da shi .haka kuma dangane da irin sarar mutum ke yi ana iya gane dabi'unsa da kuma inda ra,ayinsa ya karkata .Har wa yau Sara tana kara hada kan masu yinta . Misali irin Wannan shi ne 'yan siyasa .Su ma abokai masu yin Sara iri daya suna samun shakuwa da junansu domin Wannan Sara da suke yi tana nuna cewa akwai fahimtar juna da dangantaka ta kut a tsakaninsu.
''Duk da haka takan kasance ka ji jama'a sun yi Allah Wadai da Wata Sara kila domin tana takura mutuncin jama'a ko kuma tana ta da fitina .wani lokaci akan samu hukuma ta sa baki kan a daina yin Wata Sara.",neutral,Hausa,social,,,Facebook
"5. Sarar kwari:
Wannan sara ce wadda akan yi domin a burge mutane kawai ko kuma don nishadi tsantsa . Misali
(I) Akwai sarar sunaye , Watau wadda za ka ga samari sun dauki wani suna sun lakaba wa kansu ko junansu.sai ka ga mutum ya kirkiro wani suna ya ba kansa ko kuma ya dauki sunan wa sanannen mutum a wani wasa ko wata sana,a .Wani Sai ka ji sunansa "" Bob Yana ""Ko kuma""Bob kashe-kashe-mu-raba"" . Wani ka ji sunansa""Muhammad Ali""wani burus Like""da dai makamantansu.Wani kuma a ce masa ""Pele na Burazil''.
(ii) Wannan wata irin Sara ce da mutane ke yi a lokacin da ko za su yi gyatsa ko kuma atishawa . Cikin gyatsa Sai ka ji wani ya ce , ""Hauwa'u !''wani kuma maimakon ya yi atishawa kawai sai ka ji a cikin atishawar ya ce ,""Furash Sha!""Watau fura ta Sha .",neutral,Engausa,social,,,Facebook
"RANAR HARSHEN HAUSA TA DUNIYA

Sallama a gareku dangina,
Ku matso ku ji, ɗan bayānina,,
Zan yi bege kan murādina,
Zan sanar da batu a kai babba.

Zan yabo in gega harshena
Tunda harshe ne na dangina
Hausa ce harshen iyāyena
Kā ga ko bā zā na kushe ba.

Ai ko aikin nāwa ƙāto ne!
Tunda aikin kai da kāyi ne
Duk da mā koyo nake yi ne
Nā san bā zā ku kūshe ba.

Yanzu dai ni kun ga burina
In ƙware gun furta harshena
In yabon harshen iyāyena
Hausa bā da dabo ba zo duba

Hausa ce farko a zāɓi na
Sai dai kuma ni akan kaina
Dandaɓe da daɓe na ɗākina
Bai daɓe yā shā Makūba ba.

Hausa ce ta ɗaya a cinyewa,
Duniya kaf bābu mai cewa
Harshen bā yā da burgewa
Sai dai in bai fahimtā ba.

Dan ta na da kari-karin harsai
Tā yi yāɗo duk ƙasa sosai
Sokoto, Katsina da Zazzau sai
Su Hadejia, Kano gari babba.

'Yan Kaduna haɗā da 'yan Gombe,
Bauchi, Borno, Rano akwai Yobe,
Hausa ce harshensu har gobe,
Bā su bar harshen iyāye ba.

Duniya ku muje mu zāgāwa,
Hausa ta yi tsiro da rātsāwa,
Har ƙasashen China, Turāwa,
Lārabāwā bat ta ƙyāle ba.

Kai maloho ɗan karambāni
Bā mu son dāmu da gunguni
Duk dafi da ƙari na shanshāni
Zāfinsa ba zai kunāmā ba.

Duk maƙe duk canja muryarka,
Duk salon da kake a harshenka,
Duk kisisina da tsārinka
Bā zā ka zamo Batureba

Hausa ɗin da kuke ta rainawa
Tā fi turancin fa burgewa,
Tsāruwā da salo na cinyewa, 
Sai ku zo Adabin Uwa, Baba.

Ko a tarihin mu Hausawa,
Bā mu zaunawā mu hutāwa
Mu muke sana'a ta dūkāwa
Kāsuwanci bā mu zauna ba

Wasu ko sana'arsu sāƙāwa,
Wassu Jima, SU da ƙerāwa,
Wassu Noma wassu wanzawa
Kai ba zā fa su ƙirgu guna ba

Hausa dai a taƙaice jigo ce
Ta Bahaushe ko ko dai in ce
Darajarsa, idan fa yā kauce
Kar ya ce ai ban faɗā mar ba.

Zan rufe waƙar da zaurance
Māni Mannir, me na manyance?
Cākuɗa cuɗa kawai kauce
Nā faɗa, ba ka kai Bature ba.🙄

Saisayā sai Sāni sai soso
Sāsari, Sārai, sare SU, SO
Sansani saiwa siya ruso
Hausace wannan taho duba.

Rairaye rairai rarai rairo
Rāriya rāmā Rama roro
Marmari, māra, mari, mairo
Mai rake karyon gaɓa babba.

Famfamā, famfo, furai, foso
Fāfuro, faifai, da funkāso, 
Farfari da fari furā furso
Nā san wasu bā su gāne ba.

©Hassan Auwa Tela
20/06/2020",neutral,Hausa,social,,,Facebook
"KARIN MAGANA

Karin magana salo ne na yin magana taƙaitacciya kuma dunƙulalliya wacce ke ɗauke da ma’ana mai faɗi dan isar da saƙo ta cikin hikima. Akan yi amfani da wannan salo wajen yin nuni, gargaɗi, yabo, ƙarfafa guiwa, da sauransu duk a hikimance, ta yadda kusan in ba cikakken Bahaushe ba, fahimar wannan zance yana da wahala.

Ma’anar Karin Magana

Masana Harshen Hausa sun fassara karin magana gwargwadon fahimtarsu. Daga ciki akwai:
Farfesa Ɗangambo (1984) da ya ce, “Karin magana dabara ce ta dunƙule magana mai yawa a cikin zance ko ‘yan kalmomi kaɗan, cikin hikima”.

Yahaya, Zariya, Gusau, da ‘Yar’aduwa (1992) , “Karin Magana Tsararren zance ne wanda yake zuwa a gajarce na hikima da zalaƙa tare da bayar da ma’ana gamsasshiya, mai faɗi, mai yalwa, musamman idan aka tsaya aka yi bayani daki-daki”.

Kenan idan aka lura sosai, za a ga cewa ita karin magana, magana ce dunƙulalliya wacce ba kowa ne zai iya gane ta ba tare da an yi masa cikakken bayani ba. Amma yau da gobe da kuma yawan amfani da ita, musamman a zamunan da suka shuɗe, da ake yawan tsarma ta a cikin zance, sai ya zama shi Bahaushe yana iya gane abinsa. Misali, ana iya yiwa mutumin da bashi da tattali nuni cikin ‘yan kalmomi marasa yawa, kamar a ce da shi, wannan abin da ka ke yi zai hana ka farcen susa. Ko kuma idan ana son yin magana game da wani abu mai amfani da kuma maras amfani. Kamar a ce idan an aikata abin, wani abu maras daɗi zai faru da wanda ya aikata, to ana iya yi masa nuni ta hanyar cewa da shi, wannan abin ba zai haifar maka da ɗa, mai ido ba. Da sauransu.

Kowace ɗaya aka ɗauka daga cikin waɗannan karin magana guda biyu, za a taras cewa maganganu ne dunƙulallu, waɗanda idan aka tashi farfasa su, za su ci guri mai yawa. Amma idan aka faɗe su da baki ko aka rubuta su, za a ji su ko a gan su gajeru, sannan kuma shi wanda ake magana da shi zai iya fahimtar abin da ake nufi.

Amfanin Karin Magana

Taƙaita doguwar magana.

Nuni, gargaɗi, da faɗakarwa cikin nishaɗi, sannan kuma a taƙaice.",positive,Hausa,social,,,Facebook
"Ranar Hausa Ta Duniya.

1. Ikon Allah Mai Gari Gwauro Talaka da Mata Huɗu

2. Yana Iya Da Abinda ya fi Ƙarfin Wuta inji Kishiyar Ƙonanna

3. Nan Gani Nan Bari Sadakin Agala.

Kowa ya harbo tasa karin maganar 😂😂😂

GOLDEN PEN 🖋",neutral,Engausa,social,,"Ikon Allah Mai Gari Gwauro Talaka da Mata Huɗu
 Yana Iya Da Abinda ya fi Ƙarfin Wuta inji Kishiyar Ƙonanna
 Nan Gani Nan Bari Sadakin Agala.",Facebook
"Yanzu-Yanzu: Wani Matashi Ya'aje Aikin Kamfani A Jihar legas Sabida An hanashi yin Sallah. 

“Na Ajiye Aikin Kamfani A Legas Saboda Ana Hana Ni Yin Sallah”, Cewar Abu Lali Ƙanƙara

Wani matashi mai suna Abdullahi Sulaiman da aka fi sani da Rt Hon Abulali Kankara ya ce ya jingine aikin wani kamfanin mai da ke birnin Lagos domin hukumomin kamfanin na hana shi yin sallah a duk lokacin da zai yi.

Matashin dan asalin karamar hukumar Kankara ta jihar Katsina ya ce yana aikin da kamfanin mai na Nest Oil Lagos, amma matsalar da ya samu da kamfanin shi ne, duk lokacin da ya bukaci zuwa ya yi sallah, sai manyansa su hana, su ce masa ya bari sai an tashi aiki, sannan ya hade duka ya yi.

A wata ganawa ta musamman da matashin ya yi da DCL Hausa, ya shaida mata cewa hukumomin kamfanin sun ce masa ai bai fi sauran musulmai ba, don haka ya yi hakuri idan zai iya, idan bai iyawa kuma ga hanya nan.

""Aiki ne nake yi a wani kamfanin mai na Nest oil a nan Lagos. So duk lokacin dana nemi su bani dama na je na yi sallah sai su ce a,a, wai dole sai dai idan na tashi gaba daya kana na je na yi. So, ni kuma gaskiya ba zan iya hakan ba saboda neman duniya na saba da ubangijina.

Shi ya sa na yi 'deciding' na a je musu aikin su gaba daya. Akwai wani dan Maiduguri da muka hadu da shi ce mani ya yi ""Rabon da ya yi sallar Juma'a, tun kafin ya fara aiki kamfanin! Karshe fa shi chief security na kamfanin da muka yi magana da shi ce mani wai ni na fi sauran musulman da ke wurin ne? Su sun hakura sun dai na sallar Juma'ar, khamsus salawatin ma sai dai idan sun tashi kana su hada gaba daya, so ni kuma ba zan iya hakan ba, shi ya sa kawai na hakura da aikin. Inji shi"".",positive,Engausa,religious,,,Facebook
